text,is_italic,x_top_left,font_size,start,is_bold,font_name,is_normal,y_top_left,width,end,height,tf-idf
Федерации…………………………………………………………………….17,false,99,18,0,false,TimesNewRomanPSMT,true,236,447,38,9,
1.3,false,99,18,0,false,TimesNewRomanPSMT,true,260,17,3,9,
Организационные,false,120,18,4,false,TimesNewRomanPSMT,true,260,108,19,9,
основы,false,232,18,20,false,TimesNewRomanPSMT,true,260,43,26,9,0.3010299956639812
международного,false,279,18,27,false,TimesNewRomanPSMT,true,260,100,41,9,0.0
сотрудничества,false,383,18,42,false,TimesNewRomanPSMT,true,260,93,56,9,0.0
Российской,false,481,18,57,false,TimesNewRomanPSMT,true,260,69,67,9,0.0
Федерации,false,99,18,0,false,TimesNewRomanPSMT,true,285,66,9,9,0.4822681122428943
с,false,169,18,10,false,TimesNewRomanPSMT,true,285,6,11,9,0.0
иностранными,false,178,18,12,false,TimesNewRomanPSMT,true,285,88,24,9,0.44465780490343443
государствами………………………………………………………………...26,false,99,18,0,false,TimesNewRomanPSMT,true,309,448,42,9,
2.,false,85,18,0,false,TimesNewRomanPSMT,true,333,10,2,9,0.5114409330385058
Анализ,false,99,18,3,false,TimesNewRomanPSMT,true,333,43,9,9,0.6789046724323442
и,false,146,18,10,false,TimesNewRomanPSMT,true,333,7,11,9,0.0
совершенствование,false,157,18,12,false,TimesNewRomanPSMT,true,333,117,29,9,0.3010299956639812
деятельности,false,278,18,30,false,TimesNewRomanPSMT,true,333,79,42,9,0.3010299956639812
Министерства,false,361,18,43,false,TimesNewRomanPSMT,true,333,85,55,9,0.0
цифрового,false,450,18,56,false,TimesNewRomanPSMT,true,333,64,65,9,0.3010299956639812
"развития,",false,85,18,0,false,TimesNewRomanPSMT,true,357,56,9,9,0.0
связи,false,145,18,10,false,TimesNewRomanPSMT,true,357,32,15,9,
и,false,180,18,16,false,TimesNewRomanPSMT,true,357,7,17,9,0.0
массовых,false,191,18,18,false,TimesNewRomanPSMT,true,357,57,26,9,
коммуникаций,false,252,18,27,false,TimesNewRomanPSMT,true,357,89,39,9,0.3010299956639812
Российской,false,345,18,40,false,TimesNewRomanPSMT,true,357,69,50,9,0.0
Федерации,false,418,18,51,false,TimesNewRomanPSMT,true,357,66,60,9,0.4822681122428943
в,false,488,18,61,false,TimesNewRomanPSMT,true,357,6,62,9,0.0
рамках,false,498,18,63,false,TimesNewRomanPSMT,true,357,42,69,9,0.44465780490343443
международного,false,85,18,0,false,TimesNewRomanPSMT,true,381,100,14,9,0.0
сотрудничества...………………….…………………………35,false,189,18,15,false,TimesNewRomanPSMT,true,381,359,52,9,
2.1,false,99,18,0,false,TimesNewRomanPSMT,true,405,17,3,9,
Характеристика,false,120,18,4,false,TimesNewRomanPSMT,true,405,96,18,9,
и,false,219,18,19,false,TimesNewRomanPSMT,true,405,7,20,9,0.0
основные,false,230,18,21,false,TimesNewRomanPSMT,true,405,57,29,9,
направления,false,291,18,30,false,TimesNewRomanPSMT,true,405,75,41,9,0.3010299956639812
деятельности,false,371,18,42,false,TimesNewRomanPSMT,true,405,79,54,9,0.3010299956639812
Министерства,false,454,18,55,false,TimesNewRomanPSMT,true,405,85,67,9,0.0
цифрового,false,99,18,0,false,TimesNewRomanPSMT,true,429,64,9,9,0.3010299956639812
"развития,",false,167,18,10,false,TimesNewRomanPSMT,true,429,56,19,9,0.0
связи,false,227,18,20,false,TimesNewRomanPSMT,true,429,32,25,9,
и,false,263,18,26,false,TimesNewRomanPSMT,true,429,7,27,9,0.0
массовых,false,274,18,28,false,TimesNewRomanPSMT,true,429,57,36,9,
коммуникаций,false,335,18,37,false,TimesNewRomanPSMT,true,429,89,49,9,0.3010299956639812
Российской,false,427,18,50,false,TimesNewRomanPSMT,true,429,69,60,9,0.0
Федерации……………………………………………………………………..35,false,99,18,0,false,TimesNewRomanPSMT,true,453,451,39,9,
2.2,false,99,18,0,false,TimesNewRomanPSMT,true,477,17,3,9,
Основные,false,120,18,4,false,TimesNewRomanPSMT,true,477,60,12,9,
направления,false,184,18,13,false,TimesNewRomanPSMT,true,477,75,24,9,0.3010299956639812
деятельности,false,263,18,25,false,TimesNewRomanPSMT,true,477,79,37,9,0.3010299956639812
Министерства,false,346,18,38,false,TimesNewRomanPSMT,true,477,85,50,9,0.0
цифрового,false,436,18,51,false,TimesNewRomanPSMT,true,477,64,60,9,0.3010299956639812
"развития,",false,99,18,0,false,TimesNewRomanPSMT,true,501,56,9,9,0.0
связи,false,159,18,10,false,TimesNewRomanPSMT,true,501,32,15,9,
и,false,195,18,16,false,TimesNewRomanPSMT,true,501,7,17,9,0.0
массовых,false,206,18,18,false,TimesNewRomanPSMT,true,501,57,26,9,
коммуникаций,false,267,18,27,false,TimesNewRomanPSMT,true,501,89,39,9,0.3010299956639812
Российской,false,359,18,40,false,TimesNewRomanPSMT,true,501,69,50,9,0.0
Федерации,false,432,18,51,false,TimesNewRomanPSMT,true,501,66,60,9,0.4822681122428943
в,false,502,18,61,false,TimesNewRomanPSMT,true,501,6,62,9,0.0
международном,false,99,18,0,false,TimesNewRomanPSMT,true,526,97,13,9,0.0
сообществе…………………………………………………51,false,199,18,14,false,TimesNewRomanPSMT,true,526,349,45,9,
2.3,false,99,18,0,false,TimesNewRomanPSMT,true,550,17,3,9,
Совершенствование,false,120,18,4,false,TimesNewRomanPSMT,true,550,120,21,9,0.3010299956639812
деятельности,false,244,18,22,false,TimesNewRomanPSMT,true,550,79,34,9,0.3010299956639812
Министерства,false,327,18,35,false,TimesNewRomanPSMT,true,550,85,47,9,0.0
цифрового,false,417,18,48,false,TimesNewRomanPSMT,true,550,64,57,9,0.3010299956639812
"развития,",false,484,18,58,false,TimesNewRomanPSMT,true,550,56,67,9,0.0
связи,false,99,18,0,false,TimesNewRomanPSMT,true,574,32,5,9,
и,false,135,18,6,false,TimesNewRomanPSMT,true,574,7,7,9,0.0
массовых,false,146,18,8,false,TimesNewRomanPSMT,true,574,57,16,9,
коммуникаций,false,207,18,17,false,TimesNewRomanPSMT,true,574,89,29,9,0.3010299956639812
Российской,false,299,18,30,false,TimesNewRomanPSMT,true,574,69,40,9,0.0
Федерации,false,372,18,41,false,TimesNewRomanPSMT,true,574,66,50,9,0.4822681122428943
на,false,442,18,51,false,TimesNewRomanPSMT,true,574,13,53,9,0.0
международной,false,99,18,0,false,TimesNewRomanPSMT,true,598,95,13,9,0.0
арене………………...………………………………………66,false,198,18,14,false,TimesNewRomanPSMT,true,598,351,45,9,
ЗАКЛЮЧЕНИЕ…………………………………………………………….……73,false,85,18,0,false,TimesNewRomanPSMT,true,622,464,38,9,
Библиографический,false,85,18,0,false,TimesNewRomanPSMT,true,647,120,17,9,
список……………………………………………………..76,false,209,18,18,false,TimesNewRomanPSMT,true,647,342,48,9,
2,false,315,16,0,false,TimesNewRomanPSMT,true,782,6,1,7,0.5114409330385058
ВВЕДЕНИЕ,false,301,18,0,true,TimesNewRomanPS-BoldMT,false,66,78,8,9,
Актуальность,false,127,18,0,false,TimesNewRomanPSMT,true,98,89,12,9,0.3010299956639812
темы,false,222,18,13,true,TimesNewRomanPS-BoldMT,false,98,33,17,9,
исследования.,false,261,18,18,true,TimesNewRomanPS-BoldMT,false,98,90,31,9,0.4822681122428943
Международное,false,356,18,32,false,TimesNewRomanPSMT,true,98,98,45,9,0.0
сотрудничество,false,458,18,46,false,TimesNewRomanPSMT,true,98,94,60,9,0.0
занимает,false,85,18,0,false,TimesNewRomanPSMT,true,122,54,8,9,
важное,false,151,18,9,false,TimesNewRomanPSMT,true,122,43,15,9,
место,false,205,18,16,false,TimesNewRomanPSMT,true,122,34,21,9,
в,false,251,18,22,false,TimesNewRomanPSMT,true,122,6,23,9,0.0
общей,false,269,18,24,false,TimesNewRomanPSMT,true,122,38,29,9,0.3010299956639812
системе,false,318,18,30,false,TimesNewRomanPSMT,true,122,47,37,9,0.0
международных,false,376,18,38,false,TimesNewRomanPSMT,true,122,97,51,9,0.0
отношений,false,485,18,52,false,TimesNewRomanPSMT,true,122,67,61,9,
Российской,false,85,18,0,false,TimesNewRomanPSMT,true,146,69,10,9,0.0
Федерации,false,171,18,11,false,TimesNewRomanPSMT,true,146,66,20,9,0.4822681122428943
и,false,255,18,21,false,TimesNewRomanPSMT,true,146,7,22,9,0.0
рассматривается,false,279,18,23,false,TimesNewRomanPSMT,true,146,99,38,9,
учеными,false,395,18,39,false,TimesNewRomanPSMT,true,146,53,46,9,0.39164905395343774
как,false,464,18,47,false,TimesNewRomanPSMT,true,146,19,50,9,0.3010299956639812
принцип,false,500,18,51,false,TimesNewRomanPSMT,true,146,51,58,9,0.3010299956639812
международного,false,85,18,0,false,TimesNewRomanPSMT,true,170,100,14,9,0.0
права.,false,197,18,15,false,TimesNewRomanPSMT,true,170,37,21,9,0.3010299956639812
Формирование,false,246,18,22,false,TimesNewRomanPSMT,true,170,89,34,9,
международного,false,347,18,35,false,TimesNewRomanPSMT,true,170,100,49,9,0.0
сотрудничества,false,459,18,50,false,TimesNewRomanPSMT,true,170,93,64,9,0.0
берет,false,85,18,0,false,TimesNewRomanPSMT,true,194,32,5,9,
свое,false,122,18,6,false,TimesNewRomanPSMT,true,194,26,10,9,
начало,false,153,18,11,false,TimesNewRomanPSMT,true,194,40,17,9,
в,false,199,18,18,false,TimesNewRomanPSMT,true,194,6,19,9,0.0
глубокой,false,211,18,20,false,TimesNewRomanPSMT,true,194,55,28,9,
"древности,",false,270,18,29,false,TimesNewRomanPSMT,true,194,64,39,9,
хотя,false,339,18,40,false,TimesNewRomanPSMT,true,194,26,44,9,
и,false,370,18,45,false,TimesNewRomanPSMT,true,194,7,46,9,0.0
распространено,false,382,18,47,false,TimesNewRomanPSMT,true,194,94,61,9,
"мнение,",false,481,18,62,false,TimesNewRomanPSMT,true,194,47,69,9,
что,false,532,18,70,false,TimesNewRomanPSMT,true,194,20,73,9,
принцип,false,85,18,0,false,TimesNewRomanPSMT,true,218,51,7,9,0.3010299956639812
появился,false,143,18,8,false,TimesNewRomanPSMT,true,218,54,16,9,
в,false,204,18,17,false,TimesNewRomanPSMT,true,218,6,18,9,0.0
международном,false,217,18,19,false,TimesNewRomanPSMT,true,218,97,32,9,0.0
праве,false,319,18,33,false,TimesNewRomanPSMT,true,218,33,38,9,0.3010299956639812
с,false,359,18,39,false,TimesNewRomanPSMT,true,218,6,40,9,0.0
закреплением,false,371,18,41,false,TimesNewRomanPSMT,true,218,82,53,9,
в,false,459,18,54,false,TimesNewRomanPSMT,true,218,6,55,9,0.0
Уставе,false,471,18,56,false,TimesNewRomanPSMT,true,218,41,62,9,
ООН.,false,518,18,63,false,TimesNewRomanPSMT,true,218,33,67,9,
Идея,false,85,18,0,false,TimesNewRomanPSMT,true,243,29,4,9,
сотрудничества,false,120,18,5,false,TimesNewRomanPSMT,true,243,93,19,9,0.0
государств,false,218,18,20,false,TimesNewRomanPSMT,true,243,65,30,9,
и,false,289,18,31,false,TimesNewRomanPSMT,true,243,7,32,9,0.0
народов,false,301,18,33,false,TimesNewRomanPSMT,true,243,48,40,9,0.3010299956639812
лежит,false,355,18,41,false,TimesNewRomanPSMT,true,243,36,46,9,
в,false,395,18,47,false,TimesNewRomanPSMT,true,243,6,48,9,0.0
основе,false,406,18,49,false,TimesNewRomanPSMT,true,243,40,55,9,0.3010299956639812
возникновения,false,451,18,56,false,TimesNewRomanPSMT,true,243,89,69,9,
и,false,545,18,70,false,TimesNewRomanPSMT,true,243,7,71,9,0.0
развития,false,85,18,0,false,TimesNewRomanPSMT,true,267,52,8,9,0.0
международного,false,158,18,9,false,TimesNewRomanPSMT,true,267,100,23,9,0.0
"права,",false,280,18,24,false,TimesNewRomanPSMT,true,267,37,30,9,0.3010299956639812
а,false,321,18,31,false,TimesNewRomanPSMT,true,267,6,32,9,0.0
принцип,false,347,18,33,false,TimesNewRomanPSMT,true,267,51,40,9,0.3010299956639812
сотрудничества,false,419,18,41,false,TimesNewRomanPSMT,true,267,93,55,9,0.0
как,false,533,18,56,false,TimesNewRomanPSMT,true,267,19,59,9,0.3010299956639812
нормативно-правовой,false,85,18,0,false,TimesNewRomanPSMT,true,291,131,19,9,
императив,false,226,18,20,false,TimesNewRomanPSMT,true,291,63,29,9,
стал,false,299,18,30,false,TimesNewRomanPSMT,true,291,25,34,9,
обеспечительным,false,334,18,35,false,TimesNewRomanPSMT,true,291,106,50,9,
средством,false,449,18,51,false,TimesNewRomanPSMT,true,291,61,60,9,0.0
этого,false,520,18,61,false,TimesNewRomanPSMT,true,291,31,66,9,
развития.,false,85,18,0,false,TimesNewRomanPSMT,true,315,56,9,9,0.0
Принцип,false,170,18,10,false,TimesNewRomanPSMT,true,315,54,17,9,0.3010299956639812
веками,false,254,18,18,false,TimesNewRomanPSMT,true,315,42,24,9,
развивался,false,325,18,25,false,TimesNewRomanPSMT,true,315,65,35,9,0.39164905395343774
как,false,419,18,36,false,TimesNewRomanPSMT,true,315,19,39,9,0.3010299956639812
региональный,false,467,18,40,false,TimesNewRomanPSMT,true,315,84,52,9,
международноправовой,false,85,18,0,false,TimesNewRomanPSMT,true,339,143,20,9,
"обычай,",false,234,18,21,false,TimesNewRomanPSMT,true,339,47,28,9,
содействуя,false,288,18,29,false,TimesNewRomanPSMT,true,339,66,39,9,
организации,false,360,18,40,false,TimesNewRomanPSMT,true,339,75,51,9,0.0
связей,false,440,18,52,false,TimesNewRomanPSMT,true,339,38,58,9,
"государств,",false,483,18,59,false,TimesNewRomanPSMT,true,339,68,70,9,
разрешению,false,85,18,0,false,TimesNewRomanPSMT,true,363,74,10,9,
споров,false,170,18,11,false,TimesNewRomanPSMT,true,363,41,17,9,
и,false,222,18,18,false,TimesNewRomanPSMT,true,363,7,19,9,0.0
способствуя,false,241,18,20,false,TimesNewRomanPSMT,true,363,73,31,9,
формированию,false,325,18,32,false,TimesNewRomanPSMT,true,363,91,44,9,
институтов,false,427,18,45,false,TimesNewRomanPSMT,true,363,67,55,9,0.0
и,false,504,18,56,false,TimesNewRomanPSMT,true,363,7,57,9,0.0
норм,false,522,18,58,false,TimesNewRomanPSMT,true,363,30,62,9,
международного,false,85,18,0,false,TimesNewRomanPSMT,true,387,100,14,9,0.0
права.,false,189,18,15,false,TimesNewRomanPSMT,true,387,37,21,9,0.3010299956639812
В,false,127,18,0,false,TimesNewRomanPSMT,true,412,9,1,9,0.0
современном,false,222,18,2,false,TimesNewRomanPSMT,true,412,78,13,9,0.4822681122428943
мире,false,386,18,14,false,TimesNewRomanPSMT,true,412,29,18,9,0.39164905395343774
развитие,false,500,18,19,false,TimesNewRomanPSMT,true,412,52,27,9,0.0
электросвязи/информационно-коммуникационных,false,85,18,0,false,TimesNewRomanPSMT,true,436,304,43,9,
технологий,false,399,18,44,false,TimesNewRomanPSMT,true,436,68,54,9,0.3010299956639812
и,false,478,18,55,false,TimesNewRomanPSMT,true,436,7,56,9,0.0
массовых,false,495,18,57,false,TimesNewRomanPSMT,true,436,57,65,9,
коммуникаций,false,85,18,0,false,TimesNewRomanPSMT,true,460,89,12,9,0.3010299956639812
во,false,186,18,13,false,TimesNewRomanPSMT,true,460,13,15,9,0.3010299956639812
всех,false,212,18,16,false,TimesNewRomanPSMT,true,460,26,20,9,
сферах,false,251,18,21,false,TimesNewRomanPSMT,true,460,41,27,9,0.3010299956639812
является,false,305,18,28,false,TimesNewRomanPSMT,true,460,51,36,9,0.3010299956639812
одним,false,368,18,37,false,TimesNewRomanPSMT,true,460,37,42,9,
из,false,418,18,43,false,TimesNewRomanPSMT,true,460,13,45,9,
базовых,false,443,18,46,false,TimesNewRomanPSMT,true,460,48,53,9,0.3010299956639812
условий,false,503,18,54,false,TimesNewRomanPSMT,true,460,48,61,9,0.3010299956639812
социально-экономического,false,85,18,0,false,TimesNewRomanPSMT,true,484,163,24,9,
и,false,263,18,25,false,TimesNewRomanPSMT,true,484,7,26,9,0.0
технологического,false,285,18,27,false,TimesNewRomanPSMT,true,484,107,43,9,0.3010299956639812
развития,false,407,18,44,false,TimesNewRomanPSMT,true,484,52,52,9,0.0
всех,false,475,18,53,false,TimesNewRomanPSMT,true,484,26,57,9,
стран.,false,516,18,58,false,TimesNewRomanPSMT,true,484,36,64,9,0.555429854985112
Структура,false,85,18,0,false,TimesNewRomanPSMT,true,508,62,9,9,0.3010299956639812
международных,false,161,18,10,false,TimesNewRomanPSMT,true,508,97,23,9,0.0
отношений,false,273,18,24,false,TimesNewRomanPSMT,true,508,67,33,9,
продолжает,false,353,18,34,false,TimesNewRomanPSMT,true,508,70,44,9,
усложняться:,false,437,18,45,false,TimesNewRomanPSMT,true,508,79,57,9,
под,false,530,18,58,false,TimesNewRomanPSMT,true,508,21,61,9,
влиянием,false,85,18,0,false,TimesNewRomanPSMT,true,533,57,8,9,0.39164905395343774
процесса,false,164,18,9,false,TimesNewRomanPSMT,true,533,53,17,9,0.39164905395343774
глобализации,false,241,18,18,false,TimesNewRomanPSMT,true,533,81,30,9,
складываются,false,344,18,31,false,TimesNewRomanPSMT,true,533,84,43,9,
новые,false,450,18,44,false,TimesNewRomanPSMT,true,533,36,49,9,0.3010299956639812
центры,false,508,18,50,false,TimesNewRomanPSMT,true,533,43,56,9,0.0
экономического,false,85,18,0,false,TimesNewRomanPSMT,true,557,96,14,9,0.0
и,false,188,18,15,false,TimesNewRomanPSMT,true,557,7,16,9,0.0
политического,false,202,18,17,false,TimesNewRomanPSMT,true,557,88,30,9,
"развития,",false,297,18,31,false,TimesNewRomanPSMT,true,557,56,40,9,0.0
что,false,360,18,41,false,TimesNewRomanPSMT,true,557,20,44,9,
влечет,false,386,18,45,false,TimesNewRomanPSMT,true,557,39,51,9,
за,false,432,18,52,false,TimesNewRomanPSMT,true,557,11,54,9,0.4822681122428943
собой,false,450,18,55,false,TimesNewRomanPSMT,true,557,34,60,9,
появление,false,490,18,61,false,TimesNewRomanPSMT,true,557,61,70,9,
явных,false,85,18,0,false,TimesNewRomanPSMT,true,581,36,5,9,
технологических,false,127,18,6,false,TimesNewRomanPSMT,true,581,101,21,9,0.3010299956639812
лидеров,false,233,18,22,false,TimesNewRomanPSMT,true,581,48,29,9,
и,false,287,18,30,false,TimesNewRomanPSMT,true,581,7,31,9,0.0
"стран,",false,299,18,32,false,TimesNewRomanPSMT,true,581,36,38,9,0.555429854985112
которые,false,341,18,39,false,TimesNewRomanPSMT,true,581,49,46,9,
обречены,false,395,18,47,false,TimesNewRomanPSMT,true,581,57,55,9,
остаться,false,458,18,56,false,TimesNewRomanPSMT,true,581,50,64,9,
в,false,513,18,65,false,TimesNewRomanPSMT,true,581,6,66,9,0.0
роли,false,524,18,67,false,TimesNewRomanPSMT,true,581,28,71,9,0.3010299956639812
«догоняющих».,false,85,18,0,false,TimesNewRomanPSMT,true,605,94,13,9,
При,false,190,18,14,false,TimesNewRomanPSMT,true,605,24,17,9,0.39164905395343774
этом,false,227,18,18,false,TimesNewRomanPSMT,true,605,27,22,9,
международные,false,267,18,23,false,TimesNewRomanPSMT,true,605,96,36,9,0.0
тренды,false,375,18,37,false,TimesNewRomanPSMT,true,605,43,43,9,
развития,false,429,18,44,false,TimesNewRomanPSMT,true,605,52,52,9,0.0
цифровой,false,493,18,53,false,TimesNewRomanPSMT,true,605,59,61,9,0.3010299956639812
экономики,false,85,18,0,false,TimesNewRomanPSMT,true,629,64,9,9,0.0
являются,false,153,18,10,false,TimesNewRomanPSMT,true,629,55,18,9,0.3010299956639812
"динамическими,",false,212,18,19,false,TimesNewRomanPSMT,true,629,98,33,9,
изменяющимися,false,314,18,34,false,TimesNewRomanPSMT,true,629,99,47,9,
во,false,417,18,48,false,TimesNewRomanPSMT,true,629,13,50,9,0.3010299956639812
времени.,false,435,18,51,false,TimesNewRomanPSMT,true,629,53,59,9,
Взаимоотношения,false,127,18,0,false,TimesNewRomanPSMT,true,654,110,15,9,
между,false,244,18,16,false,TimesNewRomanPSMT,true,654,38,21,9,
странами,false,288,18,22,false,TimesNewRomanPSMT,true,654,55,30,9,0.555429854985112
начинают,false,349,18,31,false,TimesNewRomanPSMT,true,654,58,39,9,
оказывать,false,412,18,40,false,TimesNewRomanPSMT,true,654,60,49,9,
все,false,478,18,50,false,TimesNewRomanPSMT,true,654,19,53,9,
большее,false,502,18,54,false,TimesNewRomanPSMT,true,654,50,61,9,
влияние,false,85,18,0,false,TimesNewRomanPSMT,true,678,48,7,9,0.39164905395343774
не,false,138,18,8,false,TimesNewRomanPSMT,true,678,13,10,9,0.3010299956639812
только,false,157,18,11,false,TimesNewRomanPSMT,true,678,40,17,9,
на,false,202,18,18,false,TimesNewRomanPSMT,true,678,13,20,9,0.0
развитие,false,221,18,21,false,TimesNewRomanPSMT,true,678,52,29,9,0.0
мировой,false,279,18,30,false,TimesNewRomanPSMT,true,678,51,37,9,0.44465780490343443
цифровой,false,335,18,38,false,TimesNewRomanPSMT,true,678,59,46,9,0.3010299956639812
экономики,false,399,18,47,false,TimesNewRomanPSMT,true,678,64,56,9,0.0
в,false,469,18,57,false,TimesNewRomanPSMT,true,678,6,58,9,0.0
"целом,",false,481,18,59,false,TimesNewRomanPSMT,true,678,40,65,9,
но,false,526,18,66,false,TimesNewRomanPSMT,true,678,14,68,9,
и,false,545,18,69,false,TimesNewRomanPSMT,true,678,7,70,9,0.0
на,false,85,18,0,false,TimesNewRomanPSMT,true,702,13,2,9,0.0
национальные,false,105,18,3,false,TimesNewRomanPSMT,true,702,85,15,9,0.39164905395343774
тенденции,false,197,18,16,false,TimesNewRomanPSMT,true,702,63,25,9,0.39164905395343774
в,false,267,18,26,false,TimesNewRomanPSMT,true,702,6,27,9,0.0
отдельных,false,280,18,28,false,TimesNewRomanPSMT,true,702,63,37,9,
государствах.,false,350,18,38,false,TimesNewRomanPSMT,true,702,81,51,9,
Это,false,439,18,52,false,TimesNewRomanPSMT,true,702,22,55,9,
проявляется,false,467,18,56,false,TimesNewRomanPSMT,true,702,72,67,9,
в,false,546,18,68,false,TimesNewRomanPSMT,true,702,6,69,9,0.0
том,false,85,18,0,false,TimesNewRomanPSMT,true,726,21,3,9,0.3010299956639812
"числе,",false,126,18,4,false,TimesNewRomanPSMT,true,726,37,10,9,0.3010299956639812
"например,",false,183,18,11,false,TimesNewRomanPSMT,true,726,61,20,9,
при,false,263,18,21,false,TimesNewRomanPSMT,true,726,21,24,9,0.39164905395343774
координации,false,304,18,25,false,TimesNewRomanPSMT,true,726,78,36,9,
частотных,false,401,18,37,false,TimesNewRomanPSMT,true,726,62,46,9,
присвоений,false,482,18,47,false,TimesNewRomanPSMT,true,726,70,57,9,
радиоэлектронным,false,85,18,0,false,TimesNewRomanPSMT,true,750,114,16,9,
средствам,false,203,18,17,false,TimesNewRomanPSMT,true,750,60,26,9,0.0
различных,false,268,18,27,false,TimesNewRomanPSMT,true,750,64,36,9,0.3010299956639812
служб,false,336,18,37,false,TimesNewRomanPSMT,true,750,37,42,9,
радиосвязи,false,378,18,43,false,TimesNewRomanPSMT,true,750,67,53,9,
с,false,449,18,54,false,TimesNewRomanPSMT,true,750,6,55,9,0.0
сопредельными,false,459,18,56,false,TimesNewRomanPSMT,true,750,93,69,9,
3,false,315,16,0,false,TimesNewRomanPSMT,true,782,6,1,7,0.0
государствами.,false,85,18,0,false,TimesNewRomanPSMT,true,65,91,14,9,
При,false,185,18,15,false,TimesNewRomanPSMT,true,65,24,18,9,0.39164905395343774
этом,false,218,18,19,false,TimesNewRomanPSMT,true,65,27,23,9,
возникает,false,255,18,24,false,TimesNewRomanPSMT,true,65,59,33,9,
переплетение,false,323,18,34,false,TimesNewRomanPSMT,true,65,81,46,9,
глобальных,false,413,18,47,false,TimesNewRomanPSMT,true,65,70,57,9,0.5114409330385058
процессов,false,491,18,58,false,TimesNewRomanPSMT,true,65,61,67,9,0.39164905395343774
"(таких,",false,85,18,0,false,TimesNewRomanPSMT,true,89,41,7,9,
как,false,131,18,8,false,TimesNewRomanPSMT,true,89,19,11,9,0.3010299956639812
"например,",false,155,18,12,false,TimesNewRomanPSMT,true,89,61,21,9,
международный,false,220,18,22,false,TimesNewRomanPSMT,true,89,98,35,9,0.0
информационный,false,323,18,36,false,TimesNewRomanPSMT,true,89,107,50,9,
обмен),false,434,18,51,false,TimesNewRomanPSMT,true,89,41,57,9,
и,false,479,18,58,false,TimesNewRomanPSMT,true,89,7,59,9,0.0
процессов,false,491,18,60,false,TimesNewRomanPSMT,true,89,61,69,9,0.39164905395343774
на,false,85,18,0,false,TimesNewRomanPSMT,true,114,13,2,9,0.0
национальном,false,109,18,3,false,TimesNewRomanPSMT,true,114,86,15,9,0.39164905395343774
уровне,false,205,18,16,false,TimesNewRomanPSMT,true,114,41,22,9,
отдельных,false,256,18,23,false,TimesNewRomanPSMT,true,114,63,32,9,
государств,false,329,18,33,false,TimesNewRomanPSMT,true,114,65,43,9,
(это,false,404,18,44,false,TimesNewRomanPSMT,true,114,23,48,9,
касается,false,437,18,49,false,TimesNewRomanPSMT,true,114,50,57,9,
вопросов,false,497,18,58,false,TimesNewRomanPSMT,true,114,54,66,9,0.0
регулирования,false,85,18,0,false,TimesNewRomanPSMT,true,138,88,13,9,0.3010299956639812
и,false,177,18,14,false,TimesNewRomanPSMT,true,138,7,15,9,0.0
развития,false,188,18,16,false,TimesNewRomanPSMT,true,138,52,24,9,0.0
