,text,is_italic,x_top_left,font_size,start,is_bold,font_name,is_normal,y_top_left,width,end,height,w2v
46,а/п,False,739,18,22,False,VYZJEZ+Verdana,True,461,30,25,10,0.5650457
47,Каир,False,776,18,26,False,VYZJEZ+Verdana,True,461,45,30,10,0.2048183
48,KAI,False,828,18,31,False,VYZJEZ+Verdana,True,461,32,34,10,0.6866016
49,Терминал,False,739,18,0,False,VYZJEZ+Verdana,True,484,90,8,10,0.0582532
50,13,False,836,18,9,False,VYZJEZ+Verdana,True,484,22,11,10,0.32415462
51,В,False,590,18,0,False,MRVXFA+Verdana,True,393,12,1,10,0.12523735
52,ПУТИ,False,609,18,2,False,MRVXFA+Verdana,True,393,49,6,10,1.0211966
53,22,False,590,18,0,False,MRVXFA+Verdana,True,438,22,2,10,0.7713381
54,ч,False,620,18,3,False,VYZJEZ+Verdana,True,438,10,4,10,-0.56423056
55,0,False,637,18,5,False,MRVXFA+Verdana,True,438,11,6,10,-0.53102547
56,мин,False,655,18,7,False,MRVXFA+Verdana,True,438,35,10,10,-0.69017977
57,ПАСПОРТ,False,303,18,0,False,MRVXFA+Verdana,True,269,88,7,10,-0.3917645
58,2300,False,303,18,0,True,DJBDJJ+Verdana-Bold,False,292,51,4,10,0.63665855
59,321942,False,361,18,5,True,DJBDJJ+Verdana-Bold,False,292,76,11,10,0.96494484
