,text,is_italic,x_top_left,font_size,start,is_bold,font_name,is_normal,y_top_left,width,end,height,w2v
36,августа,False,397,18,9,True,RBVLTV+DejaVuSans-Bold,False,438,77,16,10,0.22257765
37,2022,False,481,18,17,True,RBVLTV+DejaVuSans-Bold,False,438,50,21,10,-0.78496265
38,а/пЯкутск,False,302,18,0,False,TJCZCD+DejaVuSans,True,461,99,9,10,0.24872677
39,YTK,False,407,18,10,False,TJCZCD+DejaVuSans,True,461,33,13,10,-0.13011545
40,Терминал,False,302,18,0,False,TJCZCD+DejaVuSans,True,483,92,8,10,0.0582532
41,A,False,401,18,9,False,TJCZCD+DejaVuSans,True,483,12,10,10,-0.18180664
42,ПРИБЫТИЕ,False,739,18,0,False,IAIXGR+DejaVuSans,True,394,101,8,10,-0.31172508
43,Венеция,False,739,18,0,False,IAIXGR+DejaVuSans,True,416,80,7,10,0.13502759
44,18:00,False,739,18,0,True,RBVLTV+DejaVuSans-Bold,False,439,57,5,10,-0.48279634
45,16,False,803,18,6,True,FOHZVS+DejaVuSans-Bold,False,439,25,8,10,-0.4266608
46,августа,False,834,18,9,True,RBVLTV+DejaVuSans-Bold,False,439,77,16,10,0.22257765
47,2023,False,918,18,17,True,RBVLTV+DejaVuSans-Bold,False,439,50,21,10,-0.43338433
48,а/пВенеция,False,739,18,0,False,TJCZCD+DejaVuSans,True,461,115,10,10,-0.44455326
49,VNC,False,860,18,11,False,TJCZCD+DejaVuSans,True,461,38,14,10,0.34481466
50,Терминал,False,739,18,0,False,TJCZCD+DejaVuSans,True,484,92,8,10,0.0582532
51,5,False,838,18,9,False,TJCZCD+DejaVuSans,True,484,11,10,10,0.49688056
52,ВПУТИ,False,590,18,0,False,IAIXGR+DejaVuSans,True,393,66,5,10,0.8442697
53,7ч,False,590,18,0,False,IAIXGR+DejaVuSans,True,438,27,2,10,-0.83321005
54,30мин,False,624,18,3,False,IAIXGR+DejaVuSans,True,438,65,8,10,-0.44477314
55,ПАСПОРТ,False,303,18,0,False,IAIXGR+DejaVuSans,True,269,87,7,10,-0.3917645
56,2212,False,303,18,0,True,RBVLTV+DejaVuSans-Bold,False,292,50,4,10,-0.7409976
57,242991,False,360,18,5,True,RBVLTV+DejaVuSans-Bold,False,292,75,11,10,0.78751546
