,text,is_italic,x_top_left,font_size,start,is_bold,font_name,is_normal,y_top_left,width,end,height,w2v
23,Victory,False,17,18,0,False,RHDOBD+DejaVuSans,True,484,62,7,10,-0.6401148
24,C123,False,86,18,8,False,RHDOBD+DejaVuSans,True,484,46,12,10,-0.114081904
25,БАГАЖ,False,17,18,0,False,OJRHLT+DejaVuSans,True,529,67,5,10,0.7199661
26,2места,False,17,18,0,False,OJRHLT+DejaVuSans,True,551,73,6,10,-0.655655
27,23кг,False,96,18,7,False,OJRHLT+DejaVuSans,True,551,48,11,10,0.6059947
28,ВЫЛЕТ,False,302,18,0,False,OJRHLT+DejaVuSans,True,393,64,5,10,0.9740496
29,Ядринцево,False,302,18,0,False,OJRHLT+DejaVuSans,True,416,104,9,10,0.3334497
30,21:00,False,302,18,0,True,AEJCHR+DejaVuSans-Bold,False,438,57,5,10,0.035361588
31,15,False,365,18,6,True,AEJCHR+DejaVuSans-Bold,False,438,25,8,10,-0.82283527
32,апреля,False,397,18,9,True,AEJCHR+DejaVuSans-Bold,False,438,74,15,10,-0.1352857
33,2021,False,477,18,16,True,AEJCHR+DejaVuSans-Bold,False,438,50,20,10,0.053663105
34,а/пЯдринцево,False,302,18,0,False,RHDOBD+DejaVuSans,True,461,139,12,10,0.4764792
35,YDR,False,447,18,13,False,RHDOBD+DejaVuSans,True,461,37,16,10,-0.9279786
36,Терминал,False,302,18,0,False,RHDOBD+DejaVuSans,True,483,92,8,10,0.0582532
37,E,False,401,18,9,False,RHDOBD+DejaVuSans,True,483,11,10,10,-0.21541625
38,ПРИБЫТИЕ,False,739,18,0,False,OJRHLT+DejaVuSans,True,394,101,8,10,-0.31172508
39,Сколково,False,739,18,0,False,OJRHLT+DejaVuSans,True,416,89,8,10,0.5607244
40,23:15,False,739,18,0,True,AEJCHR+DejaVuSans-Bold,False,439,57,5,10,0.29061654
41,15,False,803,18,6,True,DHJEGC+DejaVuSans-Bold,False,439,25,8,10,-0.82283527
42,апреля,False,834,18,9,True,AEJCHR+DejaVuSans-Bold,False,439,74,15,10,-0.1352857
43,2021,False,914,18,16,True,AEJCHR+DejaVuSans-Bold,False,439,50,20,10,0.053663105
44,а/пСколково,False,739,18,0,False,RHDOBD+DejaVuSans,True,461,123,11,10,-0.24741705
45,SKL,False,869,18,12,False,RHDOBD+DejaVuSans,True,461,33,15,10,0.5368439
46,Терминал,False,739,18,0,False,RHDOBD+DejaVuSans,True,484,92,8,10,0.0582532
47,A,False,838,18,9,False,RHDOBD+DejaVuSans,True,484,12,10,10,-0.18180664
48,ВПУТИ,False,590,18,0,False,OJRHLT+DejaVuSans,True,393,66,5,10,0.8442697
49,2ч,False,590,18,0,False,OJRHLT+DejaVuSans,True,438,27,2,10,-0.40368694
50,30мин,False,624,18,3,False,OJRHLT+DejaVuSans,True,438,65,8,10,-0.44477314
51,ПАСПОРТ,False,303,18,0,False,OJRHLT+DejaVuSans,True,269,87,7,10,-0.3917645
52,2212,False,303,18,0,True,AEJCHR+DejaVuSans-Bold,False,292,50,4,10,-0.7409976
53,150295,False,360,18,5,True,AEJCHR+DejaVuSans-Bold,False,292,75,11,10,0.74578804
